age,Medu,Fedu,traveltime,studytime,failures,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3,X,Y
22,3,1,1,1,3,5,4,5,5,5,1,12,7,8,5,26.094840664451116,-1.24908816833098
18,3,3,1,2,0,4,3,3,1,3,5,8,10,9,10,12.53736983083986,0.29138493703646395
16,0,2,1,1,0,4,3,2,2,4,5,0,11,12,11,-5.386234299641374,-3.621054539710224
18,3,2,2,1,0,4,4,5,2,4,5,8,7,8,7,17.592101855071842,-5.185692488965031
16,3,3,3,2,1,5,3,3,1,3,2,4,9,11,10,5.430132284015581,-5.5592637861986285
18,2,1,1,1,2,3,2,5,2,5,5,4,7,8,6,11.908765253537402,-11.538155070275003
16,2,1,2,1,0,3,3,2,1,3,3,2,14,13,12,-6.230065233478085,-0.5542311505586713
17,2,1,1,1,0,4,4,2,2,4,5,0,12,12,13,-6.383659072098608,-2.5711095229054086
17,1,1,2,1,1,4,4,4,1,2,5,0,9,10,10,-0.8045581219746089,-11.004979469014584
18,2,1,1,2,0,4,3,4,1,3,5,2,12,12,13,-2.024608608979085,-1.2001377708000933
17,4,2,1,4,0,4,2,3,1,1,4,2,14,15,17,-13.117075723732148,9.884357090872227
19,2,2,1,2,0,4,3,3,1,1,5,0,10,10,11,-1.3548344065590119,-9.312719404175041
18,2,1,3,2,1,4,4,5,4,4,5,4,11,10,11,6.698534695748984,-6.528429642469371
17,4,2,1,3,0,4,3,4,1,3,5,2,11,12,14,-2.439564848948735,0.09114935645204915
18,1,1,1,3,0,4,4,3,2,3,3,4,11,12,14,-1.4997927974709517,0.9181674706426517
18,2,2,1,2,0,3,2,3,1,1,5,4,11,11,13,2.518900475089744,-1.7277472526073168
19,4,3,1,2,0,4,3,1,1,1,1,4,11,13,14,-1.1319347503021384,-0.21261206110891961
18,2,1,1,2,0,5,2,4,1,2,4,2,16,16,16,-16.630344927904115,6.545627188510662
17,2,2,2,1,0,5,2,2,1,1,4,0,9,10,10,-1.7992588562313958,-10.176628022885597
17,2,2,1,4,0,3,4,1,1,1,2,2,10,11,12,-3.4252264285700527,-4.406656776873142
20,2,1,2,2,0,1,2,3,1,2,2,8,10,12,12,8.380216095249613,6.663232728792991
18,4,3,1,2,0,3,1,2,1,3,2,2,15,15,15,-10.936368721545017,7.063295336041195
18,4,3,1,2,0,4,3,2,1,1,3,2,10,10,11,-1.4724018217627155,-5.001409142889594
18,3,2,1,3,0,5,3,2,1,1,3,2,10,11,12,-1.834604055193564,-2.866439373373997
17,3,3,1,3,0,3,2,3,1,1,4,2,15,12,13,-5.667847832653235,2.4028339352427612
18,2,2,1,3,0,4,3,3,1,1,3,0,11,12,13,-5.806359059604182,-2.950894209735208
17,2,2,2,1,0,4,4,4,2,3,4,8,8,8,9,15.929224030559801,-2.6653598621985117
18,3,4,2,2,0,4,2,5,3,4,1,6,15,16,16,-2.265413113551438,17.911828224880747
17,3,1,1,2,0,5,4,4,3,4,5,0,11,11,14,-4.844595386400738,-2.2988818647967353
18,4,4,2,2,0,4,3,4,2,2,4,8,10,11,12,9.045433881191059,2.821342677028025
18,4,2,1,2,0,5,4,5,1,3,5,4,10,12,14,0.0511541246539699,0.8277688852247271
18,2,1,2,2,0,4,3,5,1,2,3,12,8,9,10,19.418890422620734,2.2517481228993708
19,3,3,1,2,0,4,3,5,3,3,5,16,11,12,12,15.761819657898037,20.265020189580756
18,2,3,1,4,0,4,5,5,1,3,2,10,16,16,16,1.7935369374247614,18.40096499015735
18,1,1,2,2,0,4,4,3,1,1,3,2,13,13,13,-5.9745309996578175,0.11352466561896508
17,1,2,1,2,0,3,5,2,2,2,1,2,16,17,18,-12.549604572246881,15.68341267124821
18,2,1,1,2,0,4,2,5,1,2,1,8,14,14,15,0.43480220750948706,14.746577706913271
17,2,4,2,2,0,4,3,3,1,1,1,6,15,16,16,-5.653994235937326,15.129437001494667
17,2,2,2,2,0,4,4,4,2,3,5,6,12,12,12,4.392040571471856,0.7676757034290401
18,3,2,2,2,0,4,1,1,1,1,5,15,12,9,10,23.439873570466833,11.527140908534758
18,4,4,2,1,0,3,2,4,1,4,3,6,11,12,12,5.584494393381765,3.664201581354668
18,4,4,1,2,1,2,4,4,1,1,4,2,14,12,13,-6.095986860246848,0.3905080005852122
17,2,2,3,3,0,4,2,3,1,1,1,8,13,15,15,-0.5778668947653746,17.519651963719674
19,3,2,1,2,1,3,3,3,4,3,3,0,9,8,10,2.836832240476645,-10.943902271974604
18,4,3,2,1,0,4,2,3,1,2,1,0,10,10,10,-2.59383389786596,-8.567291795902285
18,1,2,2,1,0,3,4,4,2,4,4,10,10,10,11,17.395999405896223,2.334734766684757
17,4,1,2,1,0,4,5,4,2,4,5,22,11,11,10,26.577837387909252,23.78855557377265
17,3,2,1,1,0,4,4,4,3,4,3,18,13,13,13,20.055272645799334,21.612819996311266
18,1,1,2,4,0,5,2,2,1,1,3,2,17,17,18,-19.155898685914398,9.884494574967077
18,1,1,2,2,0,5,4,4,1,1,4,0,12,13,13,-7.50992097845123,-2.788735777086388
17,2,2,1,2,0,5,4,5,1,2,5,12,12,12,14,11.680053705137595,12.514665056979466
18,2,1,2,2,0,4,3,1,1,1,5,10,12,13,14,9.07658618357494,10.109697003614956
17,1,1,1,2,0,4,3,3,1,2,4,0,12,12,12,-5.220922977735726,-3.2487390090409463
18,2,2,1,3,0,4,3,3,1,2,2,0,18,18,18,-17.142498381908513,13.773285180901057
17,1,1,1,3,0,4,3,3,1,1,3,0,13,13,14,-8.072194206311224,-1.6876612717837318
18,2,1,1,3,0,4,2,4,1,3,2,0,14,15,15,-13.517968365139076,3.4897539808808635
18,4,4,1,2,0,5,4,3,1,1,2,0,17,17,17,-19.071202227777512,8.253383909946685
18,4,2,1,2,0,4,3,2,1,4,5,2,15,16,16,-14.595303601574837,6.694519953370717
17,4,3,1,3,0,4,2,2,1,2,3,0,17,18,18,-18.098292148335307,10.01462229032626
17,3,1,2,4,0,3,1,2,1,1,3,0,18,19,19,-19.80890456700585,10.994447323469602
18,3,2,2,3,0,5,4,2,1,1,4,0,14,15,15,-14.160891847277584,3.571656542986251
17,3,3,1,1,0,4,4,3,1,3,5,0,14,15,15,-13.304786693522457,2.2562198288898707
19,4,4,2,2,0,2,3,4,2,3,2,2,14,13,13,-10.129021470590061,-1.9657562423279857
18,4,3,2,2,0,4,4,5,1,2,2,0,13,14,14,-10.611791538100224,-1.4077837456735562
18,4,3,1,4,0,4,3,3,1,1,3,0,16,17,17,-17.66160142791369,6.85507823668456
18,4,4,1,1,0,1,4,2,2,2,1,0,18,18,17,-20.54693046181952,10.803646147026642
18,4,4,1,2,0,4,2,4,1,1,4,0,14,15,15,-12.795131303333633,2.0163883841907393
17,4,4,2,1,0,4,1,1,2,2,5,0,12,13,13,-7.156662257725894,-3.4553082886559077
17,4,4,2,3,0,5,3,4,1,1,5,0,7,7,8,4.860704608773684,-12.771672278405035
17,4,2,2,3,0,4,3,3,1,1,3,0,16,16,16,-16.635430516668144,6.5588388721378506
17,3,2,1,4,0,5,2,2,1,2,5,0,18,18,18,-20.76615370719908,11.106792889440074
19,2,1,2,3,1,4,3,1,1,1,5,0,9,10,11,-4.117788369812278,-10.450503028590575
20,3,2,1,1,2,5,5,3,1,1,5,0,14,15,15,-13.237321717124205,-1.4066902749902517
19,3,3,1,2,0,4,5,3,1,2,5,0,10,10,11,-0.5144183511651121,-11.204781193274862
18,1,4,1,2,0,3,4,4,1,2,5,2,10,10,11,0.9186087824562876,-8.055873588692123
18,2,1,2,2,0,5,3,3,1,2,1,2,12,12,15,-7.315569711548199,1.801945064648945
17,2,3,2,2,0,4,2,1,1,1,3,2,11,12,14,-6.36282888100629,-2.8782902618539095
17,4,4,1,1,0,4,4,4,1,1,5,2,15,16,17,-11.856314967676127,9.294486115065448
18,4,3,1,3,0,4,3,4,1,1,5,2,14,15,17,-12.384897804122765,7.439940092714511
18,4,3,2,1,0,3,2,4,1,4,1,8,12,12,15,5.240800714945572,8.744876897086579
17,3,4,1,3,0,4,3,4,2,5,5,2,15,15,17,-13.877258947400753,7.407605160624032
18,3,3,1,2,0,4,1,4,1,1,3,8,11,12,14,6.005440399398691,5.873197826280285
19,4,2,2,2,0,5,4,4,1,1,1,9,11,10,10,12.412294867954579,3.4730064186174148
18,4,4,1,2,0,4,4,4,3,3,5,0,12,11,13,-6.469274480491201,-2.989040121720199
18,3,4,1,1,0,5,4,4,1,1,1,4,11,12,14,0.10688519720073307,3.261576499650265
17,4,4,1,1,0,5,3,4,1,2,5,2,14,15,17,-9.921980955161551,7.433040404087348
17,4,3,1,2,0,5,2,2,1,2,5,14,15,14,17,7.329595455739504,21.662542353851563
17,3,3,1,2,0,5,3,3,1,1,5,0,12,12,13,-5.999993451582207,-2.0793535793850384
17,2,1,1,2,0,4,2,3,2,2,2,2,11,12,14,-5.286847983063768,0.21073137079492713
18,4,4,1,1,0,4,2,5,3,4,5,2,8,9,11,3.15182729811918,-6.058068457592772
19,1,1,3,3,0,1,5,5,4,3,5,12,10,10,11,19.6035687622111,1.0937244223499034
19,1,1,3,2,2,5,3,4,1,1,4,2,8,8,9,6.6203499635594545,-13.713776338442944
18,2,2,1,1,0,4,3,5,2,4,5,2,10,10,10,4.354345582950164,-7.052259721744708
17,2,2,1,2,0,4,2,2,1,1,3,4,14,13,13,-3.4315102368439754,5.84166008566968
17,2,2,1,3,0,3,3,2,2,2,3,0,11,11,10,-2.093436415001655,-6.358836948751049
17,3,1,1,3,0,3,4,3,2,3,5,0,17,18,17,-20.53200073598815,7.1220377846428775
17,0,2,2,3,0,3,3,3,2,3,2,0,14,14,15,-13.889505723658807,2.3128422151418397
18,1,1,2,3,0,4,5,5,1,2,2,0,14,14,14,-10.38687748024827,-0.1064298323228437
18,4,4,1,3,0,4,3,3,2,2,3,0,13,14,13,-9.432689209506535,-0.5426909352029888
17,3,3,1,1,0,4,3,5,3,5,5,0,17,18,17,-19.558437334148817,8.416568865662095
17,2,2,4,1,0,4,4,5,5,5,4,2,11,10,10,2.632325230810998,-7.685743182763586
17,4,4,1,3,0,5,4,4,1,3,4,0,13,12,13,-7.031755021078129,-1.7700869566972501
17,4,4,2,3,0,4,3,3,1,2,4,4,15,14,15,-7.943389995942186,8.493080223336626
17,3,3,1,1,0,4,2,5,2,5,5,2,11,12,11,2.436357861689414,-3.9896986144044937
18,2,2,1,4,0,4,5,5,2,4,5,0,11,11,12,-4.032317000036574,-5.20372243189217
19,3,2,1,1,0,5,3,4,2,2,5,0,11,10,10,0.6971416030475613,-9.162263401295133
18,2,2,4,2,0,4,2,5,1,1,2,2,10,9,10,-0.2804050256018013,-10.783537673845958
17,2,4,1,3,0,4,4,3,1,1,5,0,15,15,15,-15.26802101664607,3.3953555687460875
18,2,2,1,1,0,5,4,2,1,2,5,6,15,14,15,-7.133120726183664,9.617135031354454
18,3,3,1,2,0,5,3,4,1,1,4,8,10,11,12,8.993928023189738,2.6022090535708378
18,2,2,1,2,0,4,3,3,1,1,2,0,10,9,12,-3.167303330917567,-6.126860116858534
18,2,2,2,4,0,4,4,4,1,1,4,6,14,13,14,-2.1581367650438614,7.903841545629159
17,3,4,1,3,0,4,4,5,1,3,5,8,11,13,14,6.271318920495536,4.975919963050236
17,3,2,1,2,0,4,3,2,2,3,2,0,12,13,15,-9.000253835000466,-0.4824377887647545
18,3,3,1,4,0,5,3,3,1,1,1,4,14,14,15,-8.304155064414982,8.373737802060653
17,3,2,1,2,0,4,3,3,2,3,2,0,14,14,16,-11.254396921992846,2.3966172287723873
18,4,4,1,2,0,4,3,3,2,2,2,0,12,12,13,-8.63495500526344,-3.0852349779849866
18,3,4,1,2,0,4,3,3,1,3,5,6,16,16,17,-7.3375593362945795,14.307638865584076
17,2,2,1,2,0,3,3,1,1,2,4,18,10,12,14,24.32589000421514,12.233772963504517
18,2,3,1,3,0,4,3,3,1,2,3,0,11,12,14,-6.826531978337182,-3.2252297317325933
18,3,2,1,3,0,5,4,3,2,3,1,4,14,16,17,-7.969499224938214,13.06770805099714
18,4,3,1,3,0,5,3,2,1,2,4,4,15,14,17,-9.047078917085823,10.823841053160425
18,4,3,1,3,0,5,4,5,2,3,5,0,14,13,14,-9.195262467412135,-1.7041355487671728
17,4,3,1,3,0,4,4,3,1,3,4,0,11,12,13,-4.773786336751273,-2.22031855011227
17,2,1,2,2,0,4,3,4,2,2,1,10,12,15,15,4.080319118130458,15.270955957496424
17,2,1,1,2,0,4,3,5,2,4,4,4,12,16,16,-5.5389900647248185,8.947401537241593
19,2,3,2,1,1,2,2,3,3,4,5,16,10,11,11,21.49981757671747,14.660250516080952
17,3,1,1,1,1,4,1,2,1,1,3,6,10,13,13,2.8377130229343606,3.0158338002098146
21,4,4,1,3,2,3,3,2,1,1,5,0,9,12,12,-4.71281150404956,-8.055876117455554
18,2,2,1,2,0,4,4,4,1,3,3,11,9,11,12,18.77537537361718,3.6804460766736913
18,3,4,1,2,0,4,3,5,1,4,2,9,13,14,15,4.203944804126516,14.440278150143051
17,2,2,1,2,0,4,3,4,1,3,4,0,13,17,17,-11.355121348844198,6.926013912995268
17,4,4,1,3,0,4,4,2,1,2,4,2,12,15,15,-7.422941934629527,4.314319329882377
18,4,2,1,2,0,4,2,2,1,1,3,0,14,17,17,-15.255981200236244,9.178715050664971
21,1,1,2,2,2,5,3,3,5,2,4,21,9,10,10,23.83256683054236,22.54656582465431
20,1,1,2,3,0,3,2,2,1,3,3,8,11,15,15,5.8856107595889116,14.816909846001945
19,4,4,1,1,1,3,2,5,4,4,5,5,9,10,11,7.303603292931766,-2.2824717292837655
17,3,2,1,2,0,4,4,4,1,2,5,10,16,18,18,-2.8166110373058606,20.78837088620798
18,3,2,1,3,0,4,3,4,1,2,2,5,14,17,17,-7.272053287228549,13.845009333925482
18,2,3,1,1,0,3,1,3,4,5,4,13,13,14,14,8.98628611563267,16.181866562751065
19,2,1,1,1,0,5,3,4,1,4,4,10,7,11,11,21.15421106399401,1.4027161573880862
18,2,2,2,2,0,4,1,4,1,3,4,10,14,17,17,-0.06460928845926962,18.552392198758024
20,1,0,2,1,1,5,3,1,1,1,5,5,8,10,10,4.256475049457145,-9.085171837973464
18,3,2,1,2,0,3,1,2,1,2,1,4,10,13,13,-1.5745357007272354,1.7756943936300256
16,1,3,2,1,0,4,3,3,1,3,5,11,10,11,11,16.13523732057754,6.981936296417701
16,2,2,2,2,0,4,4,4,1,1,5,0,12,12,12,-6.795711541119802,-4.608030958009053
15,1,1,1,1,1,4,1,3,1,1,2,6,10,10,10,6.952982749050725,-1.8283516714211163
15,3,3,2,1,0,5,4,4,2,3,5,4,10,10,11,5.119648355887535,-4.791559807571858
16,2,3,2,2,0,4,5,2,1,2,5,0,16,17,17,-18.5768499884442,7.32464867522673
15,2,1,2,1,0,1,3,4,1,1,1,0,6,8,9,0.5674620293222515,-14.478068417668469
16,4,4,1,2,0,5,3,2,1,3,2,5,10,11,11,3.992362953264638,-2.830873408222006
16,1,2,1,3,0,4,4,3,1,1,5,0,10,11,11,-1.5932848364059904,-6.375419551358764
17,3,2,1,2,1,4,5,4,1,2,5,0,10,10,10,0.48282201276094194,-11.307900709541535
17,1,1,1,1,1,5,4,4,2,2,5,0,6,6,7,7.0748082382676865,-15.511171707105342
15,4,4,2,1,0,1,5,1,3,5,5,0,13,14,14,-9.617879426467974,-1.2646512986677583
16,2,2,2,4,0,1,2,1,1,1,1,4,10,9,11,1.0608137841335126,-4.171744931960488
15,1,1,2,2,0,5,4,3,1,2,4,0,10,10,10,-2.2995967516018183,-9.517567607010196
15,1,1,2,1,1,4,4,3,1,2,2,4,6,7,8,15.24736368309601,-8.571850726068245
16,0,2,2,1,0,3,2,3,1,2,2,0,12,11,12,-6.831235059906557,-5.403879529710164
17,2,3,2,1,0,5,5,5,1,3,3,2,10,11,12,-2.072527843432845,-8.113973414264608
15,3,3,2,1,0,4,1,3,1,1,4,0,14,16,16,-13.904097081090153,3.788340176840516
16,1,1,2,2,0,5,4,5,4,5,3,0,7,0,0,3.8727918626325155,5.607922238396038
17,1,1,1,2,0,4,4,3,2,4,5,4,8,9,9,9.836582615551201,-6.978029111973656
15,4,1,1,2,0,5,3,4,1,2,2,0,12,13,14,-9.047914098960339,-1.162093918102174
15,4,1,1,2,0,5,3,4,1,2,2,7,7,9,8,13.93637696146402,-5.589742151782233
16,3,4,3,2,0,3,4,5,1,2,5,4,9,10,11,5.901064416118415,-5.846348323762425
15,1,1,4,2,0,5,4,5,2,4,4,8,7,9,9,19.1473728929418,-4.16901889581336
15,3,3,1,2,0,5,3,3,1,1,5,0,11,11,11,-3.8160308115542394,-6.203815954734918
17,2,1,3,1,0,5,5,5,5,5,3,8,8,10,9,15.802376242822874,-3.765021498846799
16,4,4,2,3,0,4,2,2,1,1,4,6,16,16,17,-8.516323481921361,10.812153681165901
15,1,2,2,1,0,5,1,2,1,1,1,3,11,13,13,-5.723067584077646,-0.8865007675320602
16,2,3,3,2,0,4,5,4,1,2,1,2,15,15,15,-11.591927321230887,5.410086372254604
16,1,2,2,2,0,4,3,3,1,1,5,0,10,11,11,-2.7819698395811105,-7.623658318499514
16,2,2,3,2,0,4,4,5,1,1,4,4,9,10,11,5.417265525069848,-7.713284435202515
16,1,2,1,3,1,1,3,2,1,2,4,0,10,8,8,0.07412332339292502,-10.063292518488536
16,1,2,1,3,1,1,3,2,1,2,4,3,9,8,8,4.086843594215753,-10.64417077963154
15,2,1,1,2,0,4,4,2,3,3,2,0,9,10,9,-1.4423997643052613,-10.436882614494824
16,1,1,1,2,0,5,4,3,2,1,2,0,13,14,15,-10.150727571406918,-0.01326118316101427
17,1,2,1,1,0,5,5,5,5,5,3,4,10,11,11,7.660212436781376,-6.1192359170489095
16,1,1,4,4,0,4,3,2,1,1,1,0,13,10,13,-7.992633564352267,-7.8293585419293255
16,1,1,4,3,0,4,4,3,1,1,5,2,10,9,10,0.5252635564655043,-9.362621684220654
15,1,1,2,2,0,4,3,3,1,1,2,1,11,10,11,-4.415700622196772,-6.973828129669758
16,1,1,2,1,0,4,2,2,4,3,2,0,13,12,14,-9.009301404212234,-0.5662693622224809
15,1,1,3,2,0,4,2,1,1,2,2,0,13,14,14,-10.628278322936648,-2.2489358548360854
15,2,2,1,3,0,4,4,3,2,2,5,2,14,11,12,-1.560501634899104,-4.2015687027760835
16,1,1,2,1,0,3,4,4,3,4,5,6,11,11,11,6.963456481272521,-2.2747210832351734
18,1,2,1,2,1,3,4,4,2,3,5,9,9,8,8,15.814073672485458,-1.1060167780681256
15,3,1,2,1,0,3,2,3,1,3,4,0,10,9,11,-3.2315174412561083,-9.854942167638576
16,2,2,3,2,0,5,3,4,1,1,2,1,14,13,14,-9.56504138631969,0.636339337707855
15,2,2,3,1,0,4,3,3,1,2,4,1,13,12,13,-6.957764653906341,-3.1121783984414337
16,4,4,1,2,0,4,3,1,1,1,3,0,13,12,13,-8.62582240683654,-2.608587656274893
15,3,3,1,2,0,4,5,4,1,1,1,4,13,12,12,-0.6835148329582786,4.525123066645558
16,2,2,2,2,1,4,4,4,2,3,5,2,12,11,12,-0.9105957078816034,-3.5912839820755105
16,2,2,3,1,0,4,3,2,1,1,4,0,14,14,16,-10.395782139091933,2.9510973786595245
16,2,1,2,1,0,2,4,3,2,3,4,4,10,8,10,8.494042557379046,-8.201077979036562
15,1,3,3,1,0,4,2,4,3,5,3,2,10,11,11,1.9294519980711828,-8.629791362581843
15,2,2,2,3,0,5,3,2,1,1,4,0,12,13,14,-7.732534820816187,-2.0384234217048833
16,2,1,1,1,0,5,4,3,1,1,5,2,10,8,8,3.7481106500516232,-7.147995408770302
15,3,3,2,1,0,4,3,3,2,4,3,11,12,10,11,17.513635929197402,3.9963200882148575
16,1,1,2,2,3,3,4,3,1,1,1,0,7,7,8,0.3489808991713216,-16.580184053104105
17,2,2,1,1,0,4,5,3,1,1,5,4,9,9,10,6.123696060917092,-5.0110154783277965
19,2,3,1,1,1,4,4,4,1,1,2,0,9,9,10,-2.2082053752781063,-9.733900211411862
17,2,1,3,1,0,5,5,3,1,1,3,2,9,10,11,0.848896304061692,-9.340907507615821
15,1,1,2,1,0,5,2,1,1,3,4,0,9,10,9,-2.872037877830659,-12.439213730838008
16,2,2,3,2,0,3,4,5,1,2,1,1,9,10,11,-3.3356138906429083,-11.316277903344451
16,2,2,1,1,0,4,3,4,1,2,1,6,7,7,8,11.593898305443929,-7.455328065002452
17,2,2,2,2,0,4,3,5,1,2,4,0,11,10,11,-2.780159222839049,-8.71974526374346
16,2,2,1,1,1,4,4,3,1,4,3,1,9,10,10,0.6122868952067737,-8.372324580675784
18,3,2,2,3,2,3,3,2,1,1,2,6,7,9,10,8.095757995018904,-10.647141580555566
19,1,1,1,3,1,5,3,1,1,1,3,6,7,9,9,8.490807078012299,-10.130875270811732
18,1,1,2,1,1,4,4,3,3,4,4,0,8,9,10,3.0371842150458113,-10.77120447639003
18,1,1,2,1,1,3,2,3,1,1,2,4,9,11,10,4.138353925405629,-5.6275557645504675
19,1,1,2,2,1,1,1,4,4,1,1,12,7,8,9,17.85118143792582,0.8256333449803931
16,2,2,1,2,0,3,3,2,1,1,3,2,8,10,10,1.0679610209733477,-8.051672604251964
17,0,1,2,1,0,2,4,4,3,5,5,5,9,9,10,9.746588139475499,-5.596535572999522
16,1,2,1,2,0,4,4,5,1,3,3,0,8,9,9,0.732655089345654,-11.770532915693995
16,3,3,1,1,0,4,5,4,1,1,4,0,14,13,13,-9.750875114061103,-0.8343923778533818
16,1,1,1,1,0,4,4,4,2,2,4,2,14,14,14,-8.60369091249842,0.279561411901379
17,3,3,2,4,1,5,4,5,3,4,5,0,10,11,10,0.13915173430924835,-7.641432864885743
16,2,1,1,2,0,5,3,3,1,1,1,0,14,13,14,-11.025825071048722,-1.2000440529272445
16,2,2,1,1,0,4,2,5,1,2,5,0,17,16,16,-16.11102821450308,5.6691915871705
17,1,2,1,1,1,5,3,5,5,5,1,12,6,7,7,20.25958317278975,-1.4303080325791784
16,4,3,1,1,0,4,2,5,1,5,5,8,14,12,13,4.31133721945143,4.920742987627823
17,2,2,3,4,1,1,3,5,3,5,3,2,10,8,9,5.468940158517181,-12.02592253461465
16,1,1,1,4,0,2,2,1,1,1,5,0,14,14,14,-12.059749568956677,-1.2854373743497893
19,2,2,1,3,0,5,4,5,1,1,1,0,12,13,13,-7.291786974535474,-1.1026156761982246
17,1,1,2,1,0,4,4,5,1,2,5,0,11,11,11,-3.1417893173090365,-9.031268697534896
20,3,3,2,2,1,3,3,4,2,4,3,8,11,9,10,15.584066379404891,0.563982876306621
17,1,1,1,3,0,4,3,3,1,1,3,0,11,11,10,-4.028532529512291,-6.207222016754872
17,2,2,3,1,1,4,4,5,1,2,5,0,10,9,9,-1.4354436300219238,-11.356347749144566
16,1,1,3,2,0,5,3,2,1,1,1,0,16,17,18,-16.155461689962053,9.140374862324853
17,2,2,2,2,0,5,3,2,1,1,1,0,15,17,17,-15.830819336903208,8.633513781403048
17,1,0,2,2,0,4,4,5,1,1,4,1,11,9,10,-0.9685172269947036,-10.622760811361571
18,1,1,1,2,1,4,3,2,1,1,5,9,7,7,7,19.384626476265737,-4.26012592278302
16,3,1,1,1,0,3,1,3,1,3,1,0,8,6,8,4.9402752116890705,-13.521219078091951
16,3,2,1,1,0,3,1,3,1,4,3,2,7,6,7,6.806136196387923,-10.68193339929286
18,1,1,2,2,0,2,3,5,1,4,3,8,9,8,10,13.767508333426541,-2.544452558914676
16,4,4,1,2,0,4,3,3,2,3,2,0,14,16,16,-13.981297517592495,3.8428307322681294
16,1,2,2,1,0,5,4,5,1,4,2,0,14,14,15,-12.862757795210676,2.1228003634899615
18,2,4,1,2,1,2,3,2,1,3,1,8,8,5,8,17.479851087457668,-5.559529825207976
16,2,1,2,2,0,5,2,1,1,1,2,0,8,7,0,3.90504531477426,5.691301442906299
16,1,1,3,2,0,4,3,2,1,3,5,6,6,8,8,14.506968949370961,-7.482180749075313
16,2,3,2,2,0,3,3,3,1,1,2,0,8,10,10,-0.11437158716304775,-10.313625990333824
16,4,4,1,2,0,4,3,4,1,2,3,4,8,8,8,7.366459661842538,-6.48069910773055
18,4,4,1,4,0,5,5,5,5,5,5,2,5,6,6,11.729470407132203,-15.204834732260618
16,3,4,3,2,0,4,2,1,1,1,2,2,7,9,8,3.9732681872028603,-10.710757106160985
17,4,4,1,3,0,4,4,3,1,2,5,0,15,14,16,-14.72992572468878,4.191351569909313
17,4,1,1,1,0,4,2,3,1,2,5,1,13,14,14,-11.868218750007907,-0.6424604152657502
16,2,2,4,3,0,5,1,3,2,2,3,0,10,9,10,-3.1277143662423676,-12.431862012342844
17,2,2,1,1,0,5,1,3,1,2,5,5,9,9,9,6.828606760778229,-4.533068616965047
16,4,4,2,1,0,5,1,3,1,2,5,1,11,11,11,-4.5539194478064005,-3.8922505768212163
17,3,3,1,1,0,4,1,4,5,5,3,8,7,10,9,12.927502108668115,-2.0776939635773384
17,1,1,3,2,0,5,1,3,3,3,1,0,10,10,10,-3.916479816206393,-11.578559011632665
16,2,1,2,2,0,4,2,2,1,4,5,2,9,7,8,5.064038941978906,-7.372207582695186
16,2,1,1,2,0,3,2,2,1,1,3,0,14,15,16,-13.504034677156714,3.041151754345752
16,4,4,1,1,0,4,1,2,2,5,5,0,11,12,12,-3.7063316882970976,-3.1343728192764537
15,1,2,3,2,0,5,5,5,1,3,5,11,9,11,10,19.843852789487702,3.4357252661456603
15,2,2,3,4,0,5,4,5,2,3,5,8,13,14,14,2.4849583980716488,5.296706797026499
15,2,1,1,1,0,4,3,3,1,2,5,11,12,13,12,10.792678655392224,8.278776658114666
16,2,2,1,3,0,4,3,3,2,2,5,2,11,11,11,0.63998896213524,-4.380188854758348
16,4,1,2,2,0,1,2,4,2,2,1,8,9,10,10,10.129658087978056,-0.6512002479566025
17,3,2,2,1,0,4,3,3,2,2,1,5,9,11,11,5.049821041815718,-1.8426367192060973
17,2,2,2,2,0,5,1,3,1,1,5,0,11,9,11,-3.7568395998395254,-10.126442198766703
16,4,4,2,3,0,5,3,5,1,4,5,1,10,11,12,-2.1982518899812846,-5.280240984980723
17,4,4,3,1,3,3,3,3,1,3,5,2,9,9,8,3.248978810821932,-12.153571685003946
17,1,3,2,1,0,5,1,2,3,3,5,2,12,11,12,-3.3622319051989695,-3.520658016732123
17,3,4,1,2,1,5,4,4,3,4,5,8,8,9,8,15.910286963527701,-2.5526259477958755
17,4,4,1,2,0,5,2,5,1,1,5,0,13,15,16,-12.81111943781277,3.5257931207298423
16,4,1,1,1,0,4,1,2,2,1,2,0,10,11,11,-4.968806276259526,-7.058742196634408
17,1,1,1,2,0,4,5,5,1,2,3,2,11,10,11,1.0176910327944317,-8.450971412794443
17,4,2,2,2,0,4,3,3,2,3,5,0,17,18,18,-19.90024136713252,11.595963569435488
16,2,2,2,2,0,4,1,2,2,2,5,0,12,13,13,-7.639245368390998,-3.709181076228111
17,3,2,2,2,0,4,1,2,2,2,1,0,13,14,13,-10.711145873261703,-2.1646187356430557
19,1,1,1,2,2,4,4,3,3,4,4,2,9,9,10,7.535069504332682,-10.089177546644848
17,1,0,1,1,0,4,1,2,1,1,5,4,11,11,12,4.040166385411905,-2.223721172935029
17,1,1,2,1,0,3,5,5,2,2,4,3,10,11,10,4.853750888850304,-6.728326011592859
16,1,2,1,3,0,4,3,4,1,1,3,5,13,14,13,-0.12346467408291624,6.688550873164668
16,1,2,1,1,0,4,4,4,2,4,5,4,9,10,11,7.081737176239382,-6.122556194588787
17,3,1,2,2,3,5,4,4,1,1,5,2,7,9,10,1.8834288253613833,-13.972495153919466
17,2,2,2,1,0,5,5,5,3,5,5,0,8,13,10,0.9737834121968838,-9.47711138856631
