age,Medu,Fedu,traveltime,studytime,failures,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3,X,Y
18,1,1,2,4,0,5,2,2,1,1,3,1,12,12,12,12.116754576257016,2.780507940183212
18,1,1,2,2,0,5,4,4,1,1,4,4,8,9,10,3.6013041453506296,9.666784475004537
17,2,2,1,2,0,5,4,5,1,2,5,4,10,9,11,5.52318296289777,8.444290301407106
17,1,1,1,2,0,4,3,3,1,2,4,2,12,10,11,10.088357416971702,4.420930829709006
18,2,2,1,3,0,4,3,3,1,2,2,5,18,18,19,3.651616042074963,-19.576188892143684
17,1,1,1,3,0,4,3,3,1,1,3,6,13,12,12,0.8243264517753461,-3.6541098247053063
18,2,1,1,3,0,4,2,4,1,3,2,6,15,14,14,1.4643860258941082,-9.200001044573199
18,4,4,1,2,0,5,4,3,1,1,2,9,15,13,15,-2.2763296855866915,-9.509625947924395
18,4,2,1,2,0,4,3,2,1,4,5,11,12,11,11,-8.694131824411352,-0.5616626674457089
17,4,3,1,3,0,4,2,2,1,2,3,0,15,15,15,14.328879138013855,-8.66510120767219
18,2,1,1,2,1,5,4,3,1,1,5,12,12,12,13,-7.93701620848191,-5.842475916053831
17,3,1,2,4,0,3,1,2,1,1,3,6,18,18,18,3.7881570512335827,-20.12956333538342
18,3,2,2,3,0,5,4,2,1,1,4,8,14,13,14,-1.3273478990814769,-8.216488873908567
17,3,3,1,1,0,4,4,3,1,3,5,4,14,12,11,7.062500880918394,-1.7582015021294064
19,4,4,2,2,0,2,3,4,2,3,2,0,10,9,0,-10.448153637121887,-4.030988021533876
18,4,3,2,2,0,4,4,5,1,2,2,10,10,8,8,-10.490947214825562,6.341077344774581
18,4,3,1,4,0,4,3,3,1,1,3,0,14,13,14,15.567377888598234,-3.5827493166177686
18,4,4,1,1,0,1,4,2,2,2,1,5,16,15,16,8.311279971373395,-11.400038430088925
18,4,4,1,2,0,4,2,4,1,1,4,14,12,10,11,-12.468760443534952,-1.2567215936858351
17,4,4,2,1,0,4,1,1,2,2,5,0,11,11,10,13.120901936974969,2.7219287301701556
17,4,2,2,3,0,4,3,3,1,1,3,0,15,12,14,15.660491698996664,-3.5740759532775934
17,3,2,1,4,0,5,2,2,1,2,5,0,17,17,18,13.487725299348032,-18.786273378614972
19,3,3,1,2,1,4,4,4,1,1,3,20,15,14,13,-18.55678335848663,-16.397342053010963
18,2,4,1,2,1,4,4,3,1,1,3,8,14,12,12,-0.9800204622924503,-3.9770300903375766
20,3,2,1,1,0,5,5,3,1,1,5,0,17,18,18,14.965380398643441,-19.169539976251674
19,4,4,2,1,1,4,3,4,1,1,4,38,8,9,8,-48.056559729251234,-10.444770416589547
19,3,3,1,2,1,4,5,3,1,2,5,0,15,12,12,13.813228719169999,-1.5136951300300887
19,1,1,1,2,1,4,4,3,1,3,3,18,12,10,10,-21.865779814104638,1.3495152746209447
19,1,2,1,2,1,4,2,4,2,2,3,0,9,9,0,-10.51999637393074,-4.086215529412054
19,2,1,3,2,0,3,4,1,1,1,2,20,14,12,13,-20.651534581116124,-4.7008916850483
19,1,2,1,2,1,4,5,2,2,2,4,3,13,11,11,10.758375919943896,3.931246958988803
19,3,2,2,2,1,4,2,2,1,2,1,22,13,10,11,-26.761153751675078,-2.635431554273089
19,1,1,1,3,2,4,1,2,1,1,3,14,15,13,13,-8.971088556488723,-7.048872339941093
19,2,3,1,3,1,4,1,2,1,1,3,40,13,11,11,-50.55148561844379,-11.586816883583058
18,2,1,2,2,0,5,3,3,1,2,1,0,8,8,0,-10.548225829462316,-4.107918654567417
18,4,3,1,3,0,4,3,4,1,1,5,9,9,10,9,-5.973222626417523,4.47488374140756
17,3,4,1,3,0,4,3,4,2,5,5,0,11,11,10,11.137979514266801,4.282546632632286
18,4,4,1,2,0,4,4,4,3,3,5,2,11,11,11,8.028801950145294,4.066685931117575
17,4,3,1,2,0,5,2,2,1,2,5,23,13,13,13,-23.98179249733084,-11.006530110594708
17,2,2,1,2,0,4,2,2,1,1,3,12,11,9,9,-10.264535100762608,2.158097703877314
17,2,2,1,3,0,3,3,2,2,2,3,3,11,11,11,8.494669854013654,5.171022595071666
17,3,1,1,3,0,3,4,3,2,3,5,1,12,14,15,14.17321118971825,-4.765732632465609
17,0,2,2,3,0,3,3,3,2,3,2,0,16,15,15,14.819942641962319,-10.278652685846719
18,4,4,1,3,0,4,3,3,2,2,3,3,9,12,11,6.0868644161482965,6.762525272273656
17,3,3,1,1,0,4,3,5,3,5,5,3,14,15,16,5.882598912963768,-7.992576940192918
17,2,2,4,1,0,4,4,5,5,5,4,8,11,10,10,-0.8442835056578879,3.1415184252700636
17,4,4,1,3,0,5,4,4,1,3,4,7,10,9,9,-2.9504445444695704,5.994066773091501
17,4,4,2,3,0,4,3,3,1,2,4,4,14,14,14,6.182183894802154,-6.737547431091511
18,2,2,1,4,0,4,5,5,2,4,5,2,9,8,8,5.989704012730632,8.169439617545633
17,2,4,1,3,0,4,4,3,1,1,5,7,12,14,14,2.3978648108991574,-5.804784560829954
18,3,3,1,2,0,5,3,4,1,1,4,0,7,0,0,-10.630835834503463,-4.171213024175551
18,2,2,1,2,0,4,3,3,1,1,2,0,8,8,0,-10.573082985005684,-4.1270272381754545
18,2,2,2,4,0,4,4,4,1,1,4,0,10,9,0,-10.519986451793915,-4.086229984709867
17,3,4,1,3,0,4,4,5,1,3,5,16,16,15,15,-12.043408610134723,-16.23746262346782
19,3,1,1,3,1,5,4,3,1,2,5,12,14,13,13,-6.782618993697965,-7.928597756062847
17,3,2,1,2,0,4,3,2,2,3,2,0,7,8,0,-10.571227207710994,-4.125596474888375
18,3,3,1,4,0,5,3,3,1,1,1,7,16,15,17,0.15162077001492555,-13.578077794413934
17,3,2,1,2,0,4,3,3,2,3,2,4,9,10,10,5.256296224298152,8.333824004504486
19,2,1,1,3,1,4,3,4,1,3,3,4,11,12,11,6.799803571412353,4.043815160360958
18,4,4,1,2,1,4,3,3,2,2,2,0,10,10,0,-10.48930109335898,-4.062634811056658
18,3,4,1,2,0,4,3,3,1,3,5,11,16,15,15,-4.949544357167999,-14.381784730478556
17,2,2,1,2,1,3,3,1,1,2,4,0,9,8,0,-10.578318311966541,-4.131047923630917
18,2,3,1,3,0,4,3,3,1,2,3,4,11,10,10,6.049632956389578,6.760759728033995
18,3,2,1,3,0,5,4,3,2,3,1,7,13,13,14,1.2216864839363992,-9.052942860829395
18,4,3,1,3,0,5,3,2,1,2,4,9,16,15,16,-2.9045101288311606,-12.782494817929063
18,4,3,1,3,0,5,4,5,2,3,5,0,10,10,9,10.031786460834367,5.823954694403399
17,4,3,1,3,0,4,4,3,1,3,4,0,13,15,15,16.59479970310129,-7.163108162763719
18,3,2,2,1,1,2,5,5,5,5,5,10,11,13,13,-4.840863764700268,-2.4780718590804334
19,1,1,3,2,3,5,4,4,3,3,2,8,8,7,8,-7.6720951268647415,13.517376866600387
17,3,3,2,2,0,4,5,4,2,3,3,2,13,13,13,9.717636238338898,-3.0873884657270767
18,1,3,1,1,1,4,3,3,2,3,3,7,8,7,8,-3.5129528970809605,12.102094623458022
19,1,1,3,1,1,4,4,4,3,3,5,4,8,8,8,-0.6136704629827116,12.983146601259135
17,4,3,2,2,0,4,5,5,1,3,2,4,13,11,11,9.833855087212413,2.0508356361705746
18,3,3,1,2,0,5,3,4,1,1,5,0,10,9,9,9.560842161475975,8.863676944397376
17,4,4,2,2,0,4,3,3,1,2,5,4,12,13,13,6.670008971366061,-3.469429291424577
17,3,2,2,2,0,1,2,3,1,2,5,2,12,12,11,11.364488228575821,3.7759146508965284
18,1,1,2,1,0,3,3,2,1,2,3,4,10,10,10,5.791698809821521,8.38794081935808
18,1,1,2,3,0,5,3,2,1,1,4,0,18,16,16,14.204738699673719,-15.450606815354304
18,1,4,3,2,0,4,3,4,1,4,5,0,13,13,13,12.52329409020493,-4.111827448885486
18,1,1,2,2,1,4,4,3,2,3,5,2,13,12,12,9.736426204341369,-0.6848819129323853
18,3,3,2,2,0,4,3,2,1,3,3,0,11,11,10,11.850758332654355,3.6810125642600657
17,4,4,1,2,0,2,3,4,1,1,1,0,16,15,15,15.420200155823082,-11.183181192263909
17,1,2,2,2,0,3,2,2,1,2,3,0,12,11,12,12.641687010083157,3.3865396657812186
18,1,3,2,2,0,3,3,4,2,4,3,4,10,10,10,6.784691142793724,7.790651357555802
18,4,4,2,3,0,4,2,2,2,2,5,0,13,13,13,12.646310285940498,-3.920533477518401
17,1,1,3,1,1,5,2,1,1,2,1,0,7,6,0,-10.52871206103327,-4.0929156740673935
18,2,3,2,1,0,5,2,3,1,2,4,0,11,10,10,10.303314558675286,6.053282067493735
18,4,4,3,2,0,3,2,2,4,2,5,10,14,12,11,-6.081204375226029,-1.954535900532916
19,3,2,2,2,2,3,2,2,1,1,3,4,7,7,9,1.5782847142139875,14.448634676782445
18,1,2,3,1,0,4,3,3,2,3,3,3,14,12,12,9.515135458770255,-1.080979537975854
17,2,2,1,3,0,3,4,3,1,1,3,8,13,11,11,-2.716951334691662,-2.450379859104208
17,1,2,1,1,0,3,5,5,1,3,1,14,6,5,5,-19.182293312711,17.268001522728113
18,4,4,2,3,0,5,4,4,1,1,1,0,19,18,19,13.19132353701412,-21.733191505492552
18,1,1,4,3,0,4,3,2,1,2,4,2,8,8,10,6.452621309401449,10.835438452787002
20,4,2,2,3,2,5,4,3,1,1,3,4,15,14,15,3.483857837527621,-9.721982137996507
18,4,4,1,2,0,5,4,3,3,4,2,4,8,9,10,3.8908696023294103,10.059213843490138
18,3,3,1,2,0,4,1,3,1,2,1,0,15,15,15,12.466124592136508,-10.632066581352962
17,3,1,1,2,0,4,5,4,2,3,1,17,10,10,10,-20.220538780730042,2.072959397819101
18,4,4,1,2,0,3,2,4,1,4,2,4,15,14,14,6.108133691695635,-8.63638546269934
18,2,1,2,1,0,4,4,3,1,3,5,5,7,6,7,-1.5636964818309436,15.856630666655166
17,2,3,2,2,0,4,4,3,1,1,3,2,11,11,10,9.11058110825673,5.022188774268857
19,1,1,2,1,1,4,3,2,1,3,5,0,6,5,0,-10.508868286556538,-4.0776080015219245
18,4,2,2,1,1,5,4,3,4,3,3,14,6,5,5,-20.296098322716396,16.206753572408207
18,2,2,2,3,0,5,3,3,1,3,4,2,10,9,10,6.811475103579388,7.910416969109599
18,4,4,3,1,0,4,4,3,2,2,5,7,6,5,6,-5.1518372577085785,18.4916697940297
19,2,3,1,3,1,5,4,2,1,2,5,0,7,5,0,-10.511901719653642,-4.079958613749489
18,3,1,1,2,0,4,3,4,1,1,1,0,7,9,8,7.522793995301174,14.083797023948863
18,1,1,2,2,1,1,1,1,1,1,5,0,6,5,0,-10.496928188076257,-4.068447420576519
20,2,2,1,2,2,5,5,4,4,5,4,11,9,9,9,-12.518900414494015,7.798756474622689
17,3,1,2,1,0,2,4,5,3,4,2,3,14,16,16,9.398221354529221,-9.374142735414743
21,1,1,1,1,3,5,5,3,3,3,3,3,10,8,7,-1.1209138686787574,13.88109354265951
18,3,2,3,1,0,4,4,1,3,4,5,0,11,12,10,13.796969775801173,4.877993603429776
19,1,1,1,1,0,3,2,3,3,3,5,5,8,9,9,1.9243219412270673,11.106230790285133
